Starling ID,Headwords,Gloss,chosen_abbr,v1_choice,differs_from_v1,enrichment_used,suggestion_1,field_1,score_1,suggestion_2,field_2,score_2,suggestion_3,field_3,score_3
PDR760,*koḷ-,firebrand,PW_FL,PW_FI,YES,yes,PW_FL,Physical World — Flame (n),0.333,PW_FI,Physical World — Fire (n),0.312,PW_BU,"Physical World — to Burn, Scorch",0.272
PDR761,*Kol-,"to bend, curve",PA_BN,PA_BN,,yes,PA_BN,Physical Acts & Materials — to Bend,0.613,PA_SR,Physical Acts & Materials — to Stretch,0.449,PA_FO,Physical Acts & Materials — to Fold,0.403
PDR762,*kol-,"valley, bay",PW_GB,PW_VA,YES,yes,PW_GB,"Physical World — Gulf, Bay",0.458,PW_VA,"Physical World — Dale, Valley",0.367,MO_HP,"Motion & Transportation — Port, Harbor",0.355
PDR763,*kol- (?),tail,BP_TA,BP_TA,,,BP_TA,Body Parts & Functions — Tail,0.635,CA_FU,Clothing & Adornment — Fur,0.399,CA_CR,Clothing & Adornment — Collar,0.378
PDR764,*kom-,branch; horn,BP_HO,BP_HO,,yes,BP_HO,Body Parts & Functions — Horn,0.340,BP_TA,Body Parts & Functions — Tail,0.312,PW_TR,"Physical World — Tree, Oak",0.297
PDR765,*komb- (?),far,SR_FR,SR_FR,,yes,SR_FR,Spatial Relations — Far (adj),0.453,SR_NE,Spatial Relations — Near (adj),0.416,MO_GA,"Motion & Transportation — to Depart, Go Away",0.352
PDR766,*kon-,"tip, end",FD_SP,TI_FI,YES,yes,FD_SP,Food & Drink — Spoon,0.341,TI_CE,Time — to Cease,0.311,BP_TA,Body Parts & Functions — Tail,0.299
PDR767,*ko(n)c-,"little, few; small; mean, humble",QN_LF,QN_LF,,yes,QN_LF,"Quantity & Number — Few, Little",0.507,QN_MM,"Quantity & Number — Much, Many",0.322,QN_EN,Quantity & Number — Enough,0.285
PDR768,*kond-,dumb,MT_FS,MT_FS,,yes,MT_FS,"Mind & Thought — Stupid, Foolish",0.337,SP_SA,Sense Perception — Salty,0.252,EM_UG,Emotion — Ugly,0.242
PDR769,*konḍ-,tuft of hair; knob,BP_HA,BP_HA,,yes,BP_HA,Body Parts & Functions — Hair,0.480,CA_CB,Clothing & Adornment — Comb,0.436,BP_BE,Body Parts & Functions — Beard,0.409
PDR770,*kond_-,hill,PW_MH,PW_MH,,yes,PW_MH,"Physical World — Hill, Mountain",0.536,AV_RY,Agriculture & Vegetation — Rye,0.288,AV_OK,Agriculture & Vegetation — Oak,0.281
PDR771,*koŋ(k)-,"woman's breast, nipple",BP_BW,BP_BW,,yes,BP_BW,Body Parts & Functions — Breast of Woman,0.642,BP_BM,Body Parts & Functions — to Bear (of Mother),0.418,BP_UA,Body Parts & Functions — Udder of Animals,0.382
PDR772,*kop-,topknot of hair,CA_CB,BP_HA,YES,yes,CA_CB,Clothing & Adornment — Comb,0.446,BP_HA,Body Parts & Functions — Hair,0.426,CA_FU,Clothing & Adornment — Fur,0.407
PDR773,*kop-,women's ornament,CA_WD,MK_FS,YES,yes,CA_WD,Clothing & Adornment — Woman's Dress,0.575,CA_NC,Clothing & Adornment — Necklace,0.557,CA_JW,"Clothing & Adornment — Gem, Jewel",0.498
PDR774,*Kopaḷ- (*-u-),"blister, bubble",CA_OI,CA_PI,YES,yes,CA_OI,Clothing & Adornment — Ointment,0.286,BP_SS,Body Parts & Functions — Sick; Sickness,0.271,PA_FS,"Physical Acts & Materials — to Flay, Skin",0.268
PDR775,*kor- (*-u-),mud,PW_MU,PW_MU,,yes,PW_MU,"Physical World — Mud, Mire",0.571,PW_SA,"Physical World — Sand, Grit",0.390,PA_WA,Physical Acts & Materials — to Wash,0.374
PDR776,*korŋ-,"crane, heron",AN_BI,AN_BI,,yes,AN_BI,Animals — Bird,0.542,AN_CK,"Animals — Cock, Rooster",0.466,AN_DU,Animals — Duck,0.458
PDR777,*kor_-,sheep,AN_SH,AN_SH,,yes,AN_SH,Animals — Sheep,0.627,AN_LA,Animals — Lamb,0.513,AN_GO,Animals — Goat,0.445
PDR778,*kor_-,cold,SP_CD,TI_WI,YES,yes,SP_CD,"Sense Perception — Cold, Frigid",0.526,TI_WI,Time — Winter,0.420,SP_HW,"Sense Perception — Hot, Warm",0.412
PDR779,*kor_- (*-d_-),"anger, angrily",EM_AG,EM_AG,,yes,EM_AG,Emotion — Anger,0.689,EM_RF,"Emotion — Rage, Fury",0.661,EM_PA,Emotion — Passion,0.547
PDR780,*kos- (?),to burn,PW_BU,PW_BU,,yes,PW_BU,"Physical World — to Burn, Scorch",0.559,PW_FI,Physical World — Fire (n),0.417,PW_FL,Physical World — Flame (n),0.406
PDR781,*kot-,to peck,PA_CV,AN_CK,YES,yes,PA_CV,Physical Acts & Materials — to Carve,0.404,BP_LC,Body Parts & Functions — to Lick,0.392,BP_BI,Body Parts & Functions — to Bite,0.349
PDR782,*kot- (?),new,TI_NW,TI_NW,,,TI_NW,Time — New,0.494,TI_OL,Time — Old,0.406,EM_GD,Emotion — Good,0.290
PDR783,*koṭ-,to dig; to peck; to break,AV_DI,AV_DI,,yes,AV_DI,"Agriculture & Vegetation — to Dig, Delve",0.518,AV_SH,Agriculture & Vegetation — Shovel (n),0.421,PA_CV,Physical Acts & Materials — to Carve,0.381
PDR784,*kovanS-,spider,AN_SK,AN_IN,YES,yes,AN_SK,Animals — Snake,0.398,AN_IN,Animals — Insect,0.361,AN_WR,Animals — Worm,0.357
PDR785,*koẓ-,"tube, pipe; hole, pit",BP_TR,AN_MU,YES,yes,BP_TR,Body Parts & Functions — Throat,0.328,MO_BL,Motion & Transportation — to Blow,0.323,PW_RS,"Physical World — Brook, Stream, River",0.317
PDR786,"*koẓ-, *koṇ-",to buy; to take,PT_BU,PT_BU,,yes,PT_BU,Possession & Trade — to Buy,0.608,PT_SL,Possession & Trade — to Sell,0.545,PT_TA,Possession & Trade — to Take,0.515
PDR787,*Koẓŋ-,neck; Adam's apple,BP_NK,FD_AP,YES,yes,BP_NK,Body Parts & Functions — Neck,0.599,BP_FO,Body Parts & Functions — Forehead,0.406,BP_CN,Body Parts & Functions — Chin,0.403
PDR788,*koẓv-,fat,FD_BT,BP_LI,YES,yes,FD_BT,Food & Drink — Butter,0.329,EM_PD,Emotion — Proud,0.305,FD_HU,Food & Drink — Hunger (n),0.292
PDR789,*kō-,"to string, insert, thread",CA_TH,CA_TH,,yes,CA_TH,Clothing & Adornment — Thread,0.424,CA_WE,Clothing & Adornment — to Weave,0.402,CA_SE,Clothing & Adornment — to Sew,0.392
PDR790,*kō-,"1 king 2 palace, temple 3 high",RB_TM,RB_TM,,yes,RB_TM,Religion & Beliefs — Temple,0.410,SO_NN,Social Relations — Other Titles of Nobility,0.392,SO_EM,Social Relations — Emperor,0.389
PDR791,*kōc- (?),bone,BP_BN,BP_BN,,,BP_BN,Body Parts & Functions — Bone,0.640,BP_JW,Body Parts & Functions — Jaw,0.424,BP_RI,Body Parts & Functions — Rib,0.415
PDR792,*kōḍ-,"bull, cow",AN_BU,AN_BU,,yes,AN_BU,Animals — Bull,0.700,AN_CO,Animals — Cow,0.663,AN_OX,"Animals — Ox, Steer",0.616
PDR793,*kōḍ-,horn,BP_HO,BP_HO,,yes,BP_HO,Body Parts & Functions — Horn,0.512,AN_MA,Animals — Male Animal,0.318,WH_SP,Warfare & Hunting — Spear,0.307
PDR794,*kōḍ- (?),to lie down,SR_LI,EM_LI,YES,yes,SR_LI,"Spatial Relations — to Lie, Recline",0.434,BP_SL,Body Parts & Functions — to Sleep; Sleep,0.392,MO_FA,Motion & Transportation — to Fall,0.346
PDR795,*kōl-,stick,PW_MT,PW_MT,,yes,PW_MT,"Physical World — Match, Fire Stick",0.366,FD_SP,Food & Drink — Spoon,0.345,MO_PS,"Motion & Transportation — to Push, Shove",0.312
PDR796,*kōl-,"largeness, big",SR_XL,SR_XL,,yes,SR_XL,"Spatial Relations — Big, Large, Great",0.557,QN_CW,Quantity & Number — Other Collective Words,0.409,SR_SZ,Spatial Relations — Size (n),0.375
PDR797,*Kōḷ-,calumny; abuse,LJ_PY,EM_TC,YES,yes,LJ_PY,Law & Judgment — Perjury,0.268,LJ_CR,"Law & Judgment — Crime, Misdeed",0.247,LJ_AC,Law & Judgment — to Accuse,0.234
PDR798,*kōl-,"belly, womb",BP_WO,BP_WO,,yes,BP_WO,Body Parts & Functions — Womb,0.559,BP_BS,"Body Parts & Functions — Belly, Stomach",0.511,BP_NV,Body Parts & Functions — Navel,0.488
PDR799,*kōṇ-,1 corner 2 crooked,SR_CR,SR_CN,YES,yes,SR_CR,Spatial Relations — Crooked,0.430,SR_CN,"Spatial Relations — Angle, Corner",0.427,SR_SG,Spatial Relations — Straight,0.329
PDR800,*kōnḍ-,"hook, curved",PA_BN,PA_BN,,yes,PA_BN,Physical Acts & Materials — to Bend,0.364,PA_NA,"Physical Acts & Materials — Nail, Peg",0.343,PA_FO,Physical Acts & Materials — to Fold,0.325
PDR801,*kōnd-,bull,AN_BU,AN_BU,,yes,AN_BU,Animals — Bull,0.586,AN_OX,"Animals — Ox, Steer",0.433,AN_CO,Animals — Cow,0.401
PDR802,*kōnt-,monkey,AN_MK,AN_MK,,yes,AN_MK,Animals — Monkey,0.613,AN_AN,Animals — Animal,0.388,AN_LN,Animals — Lion,0.381
PDR803,*kōp-,to tend cattle,AN_HE,AN_PV,YES,yes,AN_HE,Animals — Herdsman,0.544,AN_LI,Animals — Livestock,0.481,AN_PV,Animals — to Pasture,0.471
PDR804,*kōr-,"to drink, eat (greedily)",FD_SU,FD_EA,YES,yes,FD_SU,"Food & Drink — to Suck, Suckle",0.611,FD_EA,Food & Drink — to Eat,0.547,FD_TH,Food & Drink — Thirst (n),0.538
PDR805,"*kōr-, *kUSar-","to desire, wish; bonus",EM_DE,EM_DE,,yes,EM_DE,Emotion — to Desire,0.594,EM_WW,"Emotion — to Will, Wish",0.535,PT_SE,Possession & Trade — to Seek,0.455
PDR806,*kōr_-,"1 to scratch 2 tusk, fang",WH_BA,TI_FI,YES,yes,WH_BA,Warfare & Hunting — Battle-Ax,0.392,BP_NA,"Body Parts & Functions — Nail, Claw",0.392,WH_SW,Warfare & Hunting — Sword,0.377
PDR807,*kōṭ-ai,"fort, fortress",WH_FT,WH_FT,,yes,WH_FT,Warfare & Hunting — Fortress,0.616,WH_TW,Warfare & Hunting — Tower,0.382,DF_TE,Dwellings & Furniture — Tent,0.354
PDR808,*kō(v)-,"up, high; mountain",MO_RI,PW_MH,YES,yes,MO_RI,Motion & Transportation — to Rise,0.352,MO_RL,"Motion & Transportation — to Lift, Raise",0.340,TI_MG,Time — Morning,0.315
PDR809,*kō̆ẓ-,young; sprout,TI_YG,TI_YG,,yes,TI_YG,Time — Young,0.495,TI_AG,Time — Age,0.386,TI_OL,Time — Old,0.350
PDR810,*kōẓ-i,fowl,AN_HN,AN_GS,YES,yes,AN_HN,Animals — Hen,0.515,AN_CK,"Animals — Cock, Rooster",0.500,AN_HC,"Animals — Hen, Chicken (generic)",0.487
PDR811,*kuc-,"tassel, tuft; cluster",CA_CB,MO_HP,YES,yes,CA_CB,Clothing & Adornment — Comb,0.475,CA_WE,Clothing & Adornment — to Weave,0.450,CA_HF,Clothing & Adornment — Handkerchief,0.449
PDR812,*kud-,"to shake, agitate; to jump",MO_SH,MO_SH,,yes,MO_SH,Motion & Transportation — to Shake,0.610,PA_SO,"Physical Acts & Materials — to Strew, Spread Out",0.418,EM_GR,Emotion — to Groan,0.412
PDR813,*kùḍ-,"pot, bowl",FD_BW,FD_BW,,yes,FD_BW,Food & Drink — Bowl,0.608,FD_PO,Food & Drink — Pot,0.548,FD_SB,"Food & Drink — Soup, Broth",0.517
PDR814,*kudal-,a k. of tree,AV_TR,PW_TR,YES,yes,AV_TR,Agriculture & Vegetation — Tree (generic),0.575,PW_TR,"Physical World — Tree, Oak",0.549,PW_WF,"Physical World — Woods, Forest",0.464
PDR815,*kuḍ-i-,to drink,FD_DR,FD_DR,,yes,FD_DR,Food & Drink — to Drink,0.510,FD_SU,"Food & Drink — to Suck, Suckle",0.487,FD_CO,Food & Drink — to Cook,0.453
PDR816,*kudir-,horse,AN_HO,AN_HO,,yes,AN_HO,Animals — Horse (generic),0.596,AN_SN,Animals — Stallion,0.591,AN_FC,"Animals — Foal, Colt",0.554
PDR817,*kudir-,"to settle, fix, adjust",DF_DW,LJ_FI,YES,yes,DF_DW,"Dwellings & Furniture — to Live, Dwell",0.349,AV_PL,Agriculture & Vegetation — to Plow; Plow,0.329,PA_SR,Physical Acts & Materials — to Stretch,0.322
PDR818,"*kUd-, *kUd-al-","to prattle, mumble",LM_BS,LM_SC,YES,yes,LM_BS,Language & Music — to be Silent,0.401,EM_GR,Emotion — to Groan,0.398,LM_SC,"Language & Music — to Shout, Cry Out",0.342
PDR819,*kud_-,"to cut, fell",PA_CU,PA_CU,,yes,PA_CU,Physical Acts & Materials — to Cut,0.528,PA_SS,"Physical Acts & Materials — Shears, Scissors",0.418,FD_KN,Food & Drink — Knife,0.405
PDR820,*kud_uŋ-,thigh,BP_LE,BP_LE,,yes,BP_LE,Body Parts & Functions — Leg,0.512,BP_KN,Body Parts & Functions — Knee,0.478,BP_FL,Body Parts & Functions — Flesh,0.414
PDR821,*kuɣ-il-,Indian cuckoo,AN_BI,AN_BI,,yes,AN_BI,Animals — Bird,0.413,AN_GS,Animals — Goose,0.368,AN_DU,Animals — Duck,0.359
PDR822,*kuK-,"to sit, squat",BP_LE,BP_KN,YES,yes,BP_LE,Body Parts & Functions — Leg,0.405,SR_SI,Spatial Relations — to Sit,0.403,BP_KN,Body Parts & Functions — Knee,0.389
PDR823,*kuk- (?),head,BP_HE,BP_HE,,yes,BP_HE,Body Parts & Functions — Head,0.652,BP_FO,Body Parts & Functions — Forehead,0.566,BP_SK,Body Parts & Functions — Skull,0.557
PDR824,*kul-,1 to shake 2 to fear,MO_SH,MO_SH,,yes,MO_SH,Motion & Transportation — to Shake,0.538,EM_FF,"Emotion — Fear, Fright",0.482,EM_RF,"Emotion — Rage, Fury",0.374
PDR825,*kUḷ-,"pond, vessel; to run, leak from a vessel",PW_LA,PW_LA,,yes,PW_LA,"Physical World — Lake, Pond",0.594,PW_RS,"Physical World — Brook, Stream, River",0.396,MO_BT,Motion & Transportation — Boat,0.391
PDR826,*kul-,"stalk, stem",AV_FO,AV_SS,YES,yes,AV_FO,Agriculture & Vegetation — Fork (tool),0.478,AV_SH,Agriculture & Vegetation — Shovel (n),0.434,AV_PN,"Agriculture & Vegetation — Plant, Herb",0.429
PDR827,*kuḷ-,"to bathe, wash",PA_WA,PA_WA,,,PA_WA,Physical Acts & Materials — to Wash,0.674,CA_SA,Clothing & Adornment — Soap,0.491,CA_TW,Clothing & Adornment — Towel,0.450
PDR828,*kuḷ-,short,TI_LS,SR_SS,YES,,TI_LS,Time — to Last,0.371,TI_FI,Time — to Finish,0.341,TI_SW,"Time — Fast, Swift, Quick",0.309
PDR829,*kuḷ- (?),cool,FD_BB,TI_NO,YES,,FD_BB,Food & Drink — Beer,0.240,TI_TH,Time — Thursday,0.221,MT_SR,Mind & Thought — Secret,0.205
PDR830,*kuḷ- (?),to sit,SR_SI,SR_SI,,,SR_SI,Spatial Relations — to Sit,0.560,MO_RW,Motion & Transportation — to Row,0.427,SR_LI,"Spatial Relations — to Lie, Recline",0.391
PDR831,*kulur-,crane,AN_BI,WH_TW,YES,yes,AN_BI,Animals — Bird,0.411,MO_RL,"Motion & Transportation — to Lift, Raise",0.383,AN_CK,"Animals — Cock, Rooster",0.377
PDR832,*kum-,"smell of embers, smoke",PW_SM,SP_BD,YES,yes,PW_SM,Physical World — Smoke (n),0.470,SP_BD,"Sense Perception — Stinking, Bad Smelling",0.423,PW_FI,Physical World — Fire (n),0.410
PDR833,*kUm-,a k. of basket,PA_BA,PA_BA,,yes,PA_BA,Physical Acts & Materials — Basket,0.449,MO_CW,"Motion & Transportation — Cart, Wagon, Carriage",0.346,FD_KD,Food & Drink — to Knead,0.345
PDR834,*Kun-,to dance,MO_DA,MO_DA,,yes,MO_DA,Motion & Transportation — to Dance,0.622,MO_JL,"Motion & Transportation — to Jump, Leap",0.425,MO_WA,Motion & Transportation — to Walk,0.364
PDR835,*kuń-,young of animal,AN_CF,AN_KI,YES,yes,AN_CF,Animals — Calf,0.503,AN_PU,Animals — Puppy,0.491,AN_FC,"Animals — Foal, Colt",0.458
PDR836,*kund-,log; pillar,PW_WD,PW_AS,YES,yes,PW_WD,"Physical World — Wood, Timber",0.333,PW_WF,"Physical World — Woods, Forest",0.290,AN_BR,Animals — Bear,0.281
PDR837,*kunḍ-,"buttock, anus",BP_NV,AN_AD,YES,yes,BP_NV,Body Parts & Functions — Navel,0.496,BP_ED,"Body Parts & Functions — to Void Excrement; Dung, Excrement",0.489,BP_FL,Body Parts & Functions — Flesh,0.486
PDR838,*kun-i,bee,AN_BE,AN_BE,,yes,AN_BE,Animals — Bee,0.683,AN_IN,Animals — Insect,0.425,FD_HO,Food & Drink — Honey,0.392
PDR839,*kunt-/*kud-,"to sit, squat",SR_SI,BP_KN,YES,yes,SR_SI,Spatial Relations — to Sit,0.396,BP_LE,Body Parts & Functions — Leg,0.385,MO_RW,Motion & Transportation — to Row,0.380
PDR840,*kunṭ-,lame,TI_SL,EM_SA,YES,yes,TI_SL,Time — Slow (adj),0.237,AN_AD,"Animals — Ass, Donkey",0.232,EM_UG,Emotion — Ugly,0.226
