Starling ID,Headwords,Gloss,chosen_abbr,suggestion_1,field_1,score_1,suggestion_2,field_2,score_2,suggestion_3,field_3,score_3
PDR475,*gōḷ-,grief,EM_GS,EM_GS,"Emotion — Grief, Sorrow",0.754,EM_SA,Emotion — Sad,0.532,EM_CW,"Emotion — to Cry, Weep",0.502
PDR476,*gōl-,to roast,FD_RF,FD_RF,"Food & Drink — to Roast, Fry",0.671,FD_CO,Food & Drink — to Cook,0.439,FD_OV,Food & Drink — Oven,0.416
PDR477,*gōp-,grasshopper,AN_IN,AN_IN,Animals — Insect,0.476,AV_GR,Agriculture & Vegetation — Grass,0.415,AN_FL,Animals — Fly (n),0.405
PDR478,*gōr-,"to bale, draw water; a drag",PW_RS,PW_RS,"Physical World — Brook, Stream, River",0.504,MO_FL,Motion & Transportation — to Flow,0.468,PA_DP,"Physical Acts & Materials — to Draw, Pull",0.449
PDR479,*guḍ-,small,QN_LF,QN_LF,"Quantity & Number — Few, Little",0.423,SR_SZ,Spatial Relations — Size (n),0.327,BP_PE,Body Parts & Functions — Penis,0.288
PDR480,*guḍ-,to thunder,PW_TH,PW_TH,"Physical World — Noise, Thunder",0.525,PW_LT,"Physical World — Thunderbolt, Lightning Strike",0.492,PW_LI,"Physical World — Flash, Lightning",0.356
PDR481,*gùḍ-,temple,RB_TM,RB_TM,Religion & Beliefs — Temple,0.767,RB_AL,Religion & Beliefs — Altar,0.403,RB_PR,Religion & Beliefs — Priest,0.367
PDR482,*guḍ-,heap,AN_RA,AN_RA,Animals — Ram,0.353,DF_YR,"Dwellings & Furniture — Yard, Court",0.343,PW_MU,"Physical World — Mud, Mire",0.337
PDR483,*guḍ- (?),black bear,AN_BR,AN_BR,Animals — Bear,0.737,AN_BU,Animals — Bull,0.545,AN_GO,Animals — Goat,0.459
PDR484,*gudd-,to punch,PA_SH,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",0.400,BP_BI,Body Parts & Functions — to Bite,0.368,EM_LS,"Emotion — to Laugh, Smile",0.359
PDR485,*guḍ-/*guṭ-,small field on hill,PW_MH,PW_MH,"Physical World — Hill, Mountain",0.516,PW_PF,"Physical World — Plain, Field",0.400,PW_GS,"Physical World — Ground, Soil",0.348
PDR486,*gum-,hole; pit,SR_HL,SR_HL,Spatial Relations — Hole,0.406,FD_BW,Food & Drink — Bowl,0.307,TI_HR,Time — Hour,0.279
PDR487,*gum-,1 heap 2 crowd,QN_MC,QN_MC,"Quantity & Number — Crowd, Multitude",0.618,QN_CW,Quantity & Number — Other Collective Words,0.345,QN_GT,Quantity & Number — Group of Three,0.328
PDR488,*gum-,"knob, boss; hump",TI_CW,TI_CW,"Time — Clock, Watch",0.318,AN_CK,"Animals — Cock, Rooster",0.310,MK_HU,Mankind — Husband,0.283
PDR489,*gumiẓ- (*-r-),coomb teak,FD_CB,FD_CB,Food & Drink — Cabbage,0.351,WH_BC,"Warfare & Hunting — Corslet, Breastplate",0.331,FD_KE,Food & Drink — Kettle,0.253
PDR490,*gunḍ-,dust; powder,PW_DU,PW_DU,"Physical World — Dust, Powder",0.868,PA_CL,Physical Acts & Materials — Clay,0.444,PW_SA,"Physical World — Sand, Grit",0.417
PDR491,*gunḍ-,heart,BP_HR,BP_HR,Body Parts & Functions — Heart,0.584,EM_LO,Emotion — to Love; Love,0.512,EM_SS,"Emotion — Soul, Spirit",0.505
PDR492,*gunḍ-,"1 stone, pebble 2 round",PW_SR,PW_SR,"Physical World — Rock, Stone",0.487,PW_SA,"Physical World — Sand, Grit",0.353,PA_CL,Physical Acts & Materials — Clay,0.338
PDR493,*gun(t)-,"bow, pellet-bow",WH_BW,WH_BW,Warfare & Hunting — Bow,0.633,WH_AW,Warfare & Hunting — Arrow,0.560,WH_GP,Warfare & Hunting — Gunpowder,0.454
PDR494,*gu[n]taḷ-,spade,AV_SP,AV_SP,Agriculture & Vegetation — Spade (n),0.476,WH_SH,Warfare & Hunting — Shield,0.409,WH_CL,Warfare & Hunting — Club,0.384
PDR495,*gunṭ- (?),deep; pond,PW_LA,PW_LA,"Physical World — Lake, Pond",0.617,PW_MU,"Physical World — Mud, Mire",0.436,SR_SW,Spatial Relations — Shallow,0.393
PDR496,*gunǯ-,owl,AN_BI,AN_BI,Animals — Bird,0.538,AN_HN,Animals — Hen,0.490,AN_DU,Animals — Duck,0.483
PDR497,*gunǯ-,to pull,PA_DP,PA_DP,"Physical Acts & Materials — to Draw, Pull",0.430,MO_PS,"Motion & Transportation — to Push, Shove",0.412,PA_PR,Physical Acts & Materials — to Press,0.322
PDR498,*guŋVr-,mosquito,AN_IN,AN_IN,Animals — Insect,0.604,AN_BI,Animals — Bird,0.507,AN_FL,Animals — Fly (n),0.451
PDR499,*gup-,bush,AN_MK,AN_MK,Animals — Monkey,0.359,AN_DO,Animals — Dog,0.343,MK_UN,Mankind — Uncle,0.329
PDR500,*gurḍ-,1 eyeball 2 egg,BP_EG,BP_EG,Body Parts & Functions — Egg,0.441,BP_EY,Body Parts & Functions — Eye,0.357,AN_CK,"Animals — Cock, Rooster",0.291
PDR501,*gurL-,"shell, cowrie",AN_CO,AN_CO,Animals — Cow,0.446,AN_PI,Animals — Pig,0.414,AN_BO,Animals — Boar,0.382
PDR502,*gur_-,1 to roar 2 to snore,BP_SL,BP_SL,Body Parts & Functions — to Sleep; Sleep,0.300,WH_HM,Warfare & Hunting — Helmet,0.294,BP_FB,"Body Parts & Functions — to Fart, Break Wind",0.285
PDR503,*gur_- (*-d_-),1 to aim 2 to mark 3 to write,LM_WE,LM_WE,Language & Music — to Write,0.349,QN_TH,Quantity & Number — Three,0.346,TI_FI,Time — to Finish,0.325
PDR504,*guS-,to whisper,EM_CW,EM_CW,"Emotion — to Cry, Weep",0.386,LM_BS,Language & Music — to be Silent,0.370,LM_ST,"Language & Music — to Speak, Talk",0.364
PDR505,*GuT- (?),"to be tight, tightly bound together",BP_YG,BP_YG,"Body Parts & Functions — to Gape, Yawn",0.354,PA_SR,Physical Acts & Materials — to Stretch,0.342,SR_HW,"Spatial Relations — Hollow, Concave",0.319
PDR506,*guṭ-,secret,MT_SR,MT_SR,Mind & Thought — Secret,0.562,BP_SH,"Body Parts & Functions — Skin, Hide",0.318,EM_SU,Emotion — Surprise,0.305
PDR507,*gūḍ-,nest,AN_PU,AN_PU,Animals — Puppy,0.413,AN_BI,Animals — Bird,0.408,WH_TW,Warfare & Hunting — Tower,0.350
PDR508,*gūḍ-,a k. of basket,PA_BA,PA_BA,Physical Acts & Materials — Basket,0.440,PT_LO,Possession & Trade — to Lose,0.346,FD_PJ,"Food & Drink — Jug, Pitcher",0.339
PDR509,*gūḷ-,to crowd together,QN_MC,QN_MC,"Quantity & Number — Crowd, Multitude",0.473,SO_ME,Social Relations — to Meet,0.397,SO_PP,"Social Relations — People, Populace",0.340
PDR510,*gūn-,to bend; hump,PA_BN,PA_BN,Physical Acts & Materials — to Bend,0.564,PA_SR,Physical Acts & Materials — to Stretch,0.396,PA_FO,Physical Acts & Materials — to Fold,0.349
PDR511,*gūr- (?),to lie down,EM_LI,EM_LI,"Emotion — Lie, Falsehood",0.362,BP_BD,Body Parts & Functions — to Bury the Dead,0.305,BP_SL,Body Parts & Functions — to Sleep; Sleep,0.301
PDR512,*gūs-,"to fall down, pour",PA_PO,PA_PO,Physical Acts & Materials — to Pour,0.414,MO_FA,Motion & Transportation — to Fall,0.391,FD_BW,Food & Drink — Bowl,0.350
PDR513,*i-,this,TI_TM,TI_TM,Time — Tomorrow,0.334,TI_NW,Time — New,0.315,TI_NO,Time — Now,0.314
PDR514,*iḍ-,to put,SR_PU,SR_PU,"Spatial Relations — to Put, Place, Set, Lay",0.322,TI_LS,Time — to Last,0.321,EM_PL,Emotion — to Please,0.321
PDR515,*iḍ-,to stumble,MO_JL,MO_JL,"Motion & Transportation — to Jump, Leap",0.380,AN_HU,Animals — to Hunt,0.363,MO_FA,Motion & Transportation — to Fall,0.336
PDR516,*iḍ-,to beat,WH_FI,WH_FI,Warfare & Hunting — to Fight,0.391,AN_HU,Animals — to Hunt,0.352,EM_PV,Emotion — to Play,0.346
PDR517,*iḍ-,"to crack, split",PA_SP,PA_SP,Physical Acts & Materials — to Split,0.368,PA_BK,Physical Acts & Materials — to Break,0.354,FD_GR,Food & Drink — to Grind,0.354
PDR518,*id_-,"tight, narrow",SR_NR,SR_NR,Spatial Relations — Narrow,0.389,SR_TD,Spatial Relations — Thick (in Dimension),0.308,CA_TR,Clothing & Adornment — Trousers,0.302
PDR519,*id_-,to put; to keep,PT_PR,PT_PR,"Possession & Trade — to Save, Preserve, Keep Safe",0.485,PT_KR,"Possession & Trade — to Keep, Retain",0.480,PT_HO,Possession & Trade — to Hold,0.352
PDR520,*il-,house,DF_HS,DF_HS,Dwellings & Furniture — House,0.659,DF_HO,Dwellings & Furniture — Home,0.622,DF_RO,Dwellings & Furniture — Room,0.557
PDR521,*Ìl-ai,leaf,AV_LE,AV_LE,Agriculture & Vegetation — Leaf,0.695,AV_TR,Agriculture & Vegetation — Tree (generic),0.453,AV_PN,"Agriculture & Vegetation — Plant, Herb",0.414
PDR522,*iḷ-uk-,to be sprained,BP_SD,BP_SD,Body Parts & Functions — Shoulder,0.377,BP_KN,Body Parts & Functions — Knee,0.375,BP_BI,Body Parts & Functions — to Bite,0.374
PDR523,*Iṇ-,to join; equal,SR_JU,SR_JU,"Spatial Relations — to Join, Unite",0.399,SO_ME,Social Relations — to Meet,0.375,SR_EQ,"Spatial Relations — Equal, Alike",0.371
PDR524,*in-,1 to belch 2 to sigh,TI_FI,TI_FI,Time — to Finish,0.334,TI_MS,"Time — Minute, Second",0.295,PT_LO,Possession & Trade — to Lose,0.275
PDR525,*in-,sweet,TI_NO,TI_NO,Time — Now,0.298,TI_HR,Time — Hour,0.291,SP_ST,Sense Perception — Sweet,0.290
PDR526,*i-ned_-,today,TI_YD,TI_YD,Time — Yesterday,0.659,TI_TD,Time — Today,0.647,TI_TM,Time — Tomorrow,0.557
PDR527,*iṇi-,"(water) to evaporate, (flood) to subside",PW_WA,PW_WA,Physical World — Water,0.454,PW_RA,Physical World — Rain (n),0.416,PW_MI,"Physical World — Mist, Fog, Haze",0.364
PDR528,*ir-,to beg; to borrow,PT_BW,PT_BW,Possession & Trade — to Borrow,0.562,PT_BG,Possession & Trade — Beggar,0.523,PT_LD,Possession & Trade — to Lend,0.472
PDR529,*ir-,food,FD_FD,FD_FD,Food & Drink — Food,0.747,FD_AM,Food & Drink — a Meal,0.710,FD_DN,Food & Drink — Dinner,0.671
PDR530,*ir-,two,QN_ON,QN_ON,Quantity & Number — One,0.370,QN_TH,Quantity & Number — Three,0.334,QN_TP,Quantity & Number — Three Apiece,0.334
PDR531,*[i]reŋ-,"date, plum",FD_PC,FD_PC,Food & Drink — Peach,0.391,FD_BW,Food & Drink — Bowl,0.377,TI_YR,Time — Year,0.351
PDR532,*ir-/*er-,to be,TI_FI,TI_FI,Time — to Finish,0.344,TI_LS,Time — to Last,0.332,EM_LO,Emotion — to Love; Love,0.313
PDR533,*irmb-,iron,PA_IR,PA_IR,Physical Acts & Materials — Iron,0.631,CA_SP,Clothing & Adornment — Spindle,0.340,PA_GO,Physical Acts & Materials — Gold,0.333
PDR534,*irp-,mahua,MK_MS,MK_MS,Mankind — Male,0.361,AN_PU,Animals — Puppy,0.360,MK_MO,Mankind — Mother,0.357
PDR535,*ir-Vc-,to scratch (ground); to comb,CA_CB,CA_CB,Clothing & Adornment — Comb,0.489,BP_LC,Body Parts & Functions — to Lick,0.378,PA_SS,"Physical Acts & Materials — Shears, Scissors",0.369
PDR536,*[i]̀r_ej-,shrimp,AN_FM,AN_FM,Animals — Fisherman,0.488,AN_CH,Animals — Chicken,0.445,AN_FI,Animals — Fish (n),0.418
PDR537,*iS-,small,QN_LF,QN_LF,"Quantity & Number — Few, Little",0.423,SR_SZ,Spatial Relations — Size (n),0.327,BP_PE,Body Parts & Functions — Penis,0.288
PDR538,"*is- (*e-, *-j-)","to move, go",MO_MO,MO_MO,Motion & Transportation — to Move,0.569,MO_GO,Motion & Transportation — to Go,0.559,MO_FE,Motion & Transportation — to Flee,0.511
PDR539,*isuk-,sand,PW_SA,PW_SA,"Physical World — Sand, Grit",0.729,PW_SH,"Physical World — Shore, Beach",0.559,PW_MU,"Physical World — Mud, Mire",0.479
PDR540,*iti ( < *ir-ti?) [cf. *ireŋ],fig tree,FD_FI,FD_FI,Food & Drink — Fig,0.720,AV_TR,Agriculture & Vegetation — Tree (generic),0.480,AV_BN,Agriculture & Vegetation — Branch,0.439
PDR541,*iT_-,flesh; to eat meat,FD_ME,FD_ME,Food & Drink — Meat,0.722,BP_FL,Body Parts & Functions — Flesh,0.627,FD_BU,Food & Drink — Butcher (n),0.550
PDR542,*iṭ-,narrow; dense; thronged,SR_TS,SR_TS,Spatial Relations — Thick (in Density),0.450,SR_NS,Spatial Relations — Thin (in Density),0.409,QN_MC,"Quantity & Number — Crowd, Multitude",0.382
PDR543,*iẓi-,"to fall, descend",MO_FA,MO_FA,Motion & Transportation — to Fall,0.576,TI_AU,Time — Autumn,0.460,MO_JL,"Motion & Transportation — to Jump, Leap",0.449
PDR544,*ī̆j-,"to agree; proper, possible",MT_SN,MT_SN,"Mind & Thought — Sure, Certain",0.412,MT_TO,"Mind & Thought — to Think, be of the Opinion",0.354,SO_LT,"Social Relations — to Let, Permit",0.325
PDR545,*īḷ-[aj-],young,TI_YG,TI_YG,Time — Young,0.673,TI_AG,Time — Age,0.517,AN_KI,Animals — Kid,0.375
PDR546,*īn-,to bear young,AN_BR,AN_BR,Animals — Bear,0.524,TI_YG,Time — Young,0.455,BP_BM,Body Parts & Functions — to Bear (of Mother),0.433
PDR547,*īŋ-,1 feather 2 hair,BP_FE,BP_FE,Body Parts & Functions — Feather,0.521,BP_HA,Body Parts & Functions — Hair,0.487,AN_HN,Animals — Hen,0.376
PDR548,*īp-,bee; fly,AN_BE,AN_BE,Animals — Bee,0.729,AN_FL,Animals — Fly (n),0.643,AN_IN,Animals — Insect,0.511
PDR549,*īr- (?),liver,BP_LV,BP_LV,Body Parts & Functions — Liver,0.714,BP_BL,Body Parts & Functions — Blood,0.400,BP_RI,Body Parts & Functions — Rib,0.396
PDR550,*īẓi-,"to pull, drag",MO_PS,MO_PS,"Motion & Transportation — to Push, Shove",0.553,PA_DP,"Physical Acts & Materials — to Draw, Pull",0.507,MO_SS,"Motion & Transportation — to Slip, Slide",0.491
PDR551,*jal-,"night, darkness",TI_NG,TI_NG,Time — Night,0.732,PW_DA,Physical World — Darkness,0.690,TI_DW,Time — Dawn,0.602
PDR552,*jan-,to say,TI_LS,TI_LS,Time — to Last,0.328,LM_SY,Language & Music — to Say,0.318,TI_YR,Time — Year,0.307
PDR553,*jā-,"to tie, bind",PA_BI,PA_BI,Physical Acts & Materials — to Bind,0.383,PA_KN,Physical Acts & Materials — Knot (n),0.377,PT_HO,Possession & Trade — to Hold,0.360
PDR554,*jā̆-,[interrogative base],SO_SU,SO_SU,Social Relations — Subject (n),0.337,MT_IP,"Mind & Thought — Purpose, Intention",0.336,MT_DB,Mind & Thought — Doubt (n),0.304
PDR555,*jāḷ-,to rule,SO_RG,SO_RG,"Social Relations — to Rule, Govern",0.561,PT_HA,Possession & Trade — to Have,0.391,PT_SP,Possession & Trade — to Spoil,0.384
PDR556,*jānḍ-,year,TI_YR,TI_YR,Time — Year,0.711,TI_SN,Time — Season,0.495,TI_MT,Time — Month,0.466
PDR557,*jed_- (*r_-),to know,MT_KN,MT_KN,Mind & Thought — to Know,0.351,TI_LS,Time — to Last,0.317,TI_MT,Time — Month,0.306
PDR558,*jelí- (~ *a-),"to melt, dissolve",FD_MX,FD_MX,"Food & Drink — to Mix, Blend",0.445,PA_PO,Physical Acts & Materials — to Pour,0.414,PA_SP,Physical Acts & Materials — to Split,0.385
PDR559,*jeẓ- ~ *jeẓái-,"to weep, cry",EM_CW,EM_CW,"Emotion — to Cry, Weep",0.791,EM_GS,"Emotion — Grief, Sorrow",0.562,EM_TR,Emotion — Tear (n),0.538
PDR560,*jēd_-,water,PW_WA,PW_WA,Physical World — Water,0.631,FD_TH,Food & Drink — Thirst (n),0.473,FD_KE,Food & Drink — Kettle,0.470
PDR561,*jēn-,elephant,AN_EL,AN_EL,Animals — Elephant,0.879,AN_AN,Animals — Animal,0.573,AN_SK,Animals — Snake,0.567
PDR562,*joḷǯ-,bear,AN_BR,AN_BR,Animals — Bear,0.827,AN_BU,Animals — Bull,0.568,AN_CF,Animals — Calf,0.469
PDR563,*jōḍ-,goat,AN_GO,AN_GO,Animals — Goat,0.796,AN_HG,Animals — He-Goat,0.702,AN_LA,Animals — Lamb,0.570
PDR564,*jōẓ-,seven,QN_NN,QN_NN,Quantity & Number — Numerals,0.347,QN_TH,Quantity & Number — Three,0.343,QN_LF,"Quantity & Number — Few, Little",0.338
PDR565,*kabb-,to bite; to swallow,BP_BI,BP_BI,Body Parts & Functions — to Bite,0.623,BP_SP,Body Parts & Functions — to Spit,0.545,FD_EA,Food & Drink — to Eat,0.519
PDR566,*kac-,"angry, hostile",EM_AG,EM_AG,Emotion — Anger,0.658,EM_RF,"Emotion — Rage, Fury",0.574,EM_HT,Emotion — Hate (n),0.571
PDR567,*kac-,"to bite, sting",BP_BI,BP_BI,Body Parts & Functions — to Bite,0.601,AN_HU,Animals — to Hunt,0.450,PT_AS,"Possession & Trade — Stingy, Avaricious",0.437
PDR568,*kaḍ-,"1 bitter; sharp 2 severe, cruel 3 exceeding, great",EM_GS,EM_GS,"Emotion — Grief, Sorrow",0.365,SP_BI,Sense Perception — Bitter,0.357,EM_RF,"Emotion — Rage, Fury",0.357
PDR569,*kaḍ-,to churn,FD_KD,FD_KD,Food & Drink — to Knead,0.332,FD_GR,Food & Drink — to Grind,0.288,MO_JL,"Motion & Transportation — to Jump, Leap",0.281
PDR570,*kaḍ- (?),"belly, womb",BP_WO,BP_WO,Body Parts & Functions — Womb,0.734,BP_BS,"Body Parts & Functions — Belly, Stomach",0.694,BP_NV,Body Parts & Functions — Navel,0.629
PDR571,*kaḍal-,sea,PW_SE,PW_SE,Physical World — Sea,0.747,PW_SH,"Physical World — Shore, Beach",0.586,PW_GB,"Physical World — Gulf, Bay",0.513
PDR572,*kadd-/*kad-al-,"to shake, stir",MO_SH,MO_SH,Motion & Transportation — to Shake,0.516,FD_MX,"Food & Drink — to Mix, Blend",0.442,FD_SP,Food & Drink — Spoon,0.402
PDR573,*kaḍ[i]-,bridle,TI_AU,TI_AU,Time — Autumn,0.292,AN_WE,Animals — Wether,0.279,FD_PP,Food & Drink — Pepper,0.275
PDR574,*kadir-,spindle,CA_SP,CA_SP,Clothing & Adornment — Spindle,0.707,CA_SN,Clothing & Adornment — to Spin,0.438,CA_CB,Clothing & Adornment — Comb,0.302
PDR575,*kaḍj-,panther; tiger,AN_LN,AN_LN,Animals — Lion,0.652,AN_CT,Animals — Cat,0.543,AN_SK,Animals — Snake,0.534
PDR576,*kaḍ-Vnḍ-,hornet,AN_BE,AN_BE,Animals — Bee,0.443,AN_BI,Animals — Bird,0.435,AN_IN,Animals — Insect,0.418
PDR577,*kad_- (*-r_-),to chew,BP_BI,BP_BI,Body Parts & Functions — to Bite,0.539,BP_SP,Body Parts & Functions — to Spit,0.477,FD_EA,Food & Drink — to Eat,0.454
PDR578,*kaɣ-,hand,BP_HN,BP_HN,Body Parts & Functions — Hand,0.617,BP_FI,Body Parts & Functions — Finger,0.475,BP_TM,Body Parts & Functions — Thumb,0.468
PDR579,*kaj-,a k. of fish,AN_FI,AN_FI,Animals — Fish (n),0.596,AN_FM,Animals — Fisherman,0.533,AN_AN,Animals — Animal,0.362
PDR580,*kajd-,a k. of flower,AV_FL,AV_FL,Agriculture & Vegetation — Flower,0.556,AV_PN,"Agriculture & Vegetation — Plant, Herb",0.378,AV_LE,Agriculture & Vegetation — Leaf,0.373
PDR581,*kajil-,ladle,FD_ML,FD_ML,Food & Drink — Mill,0.353,FD_SG,Food & Drink — Sausage,0.331,FD_MD,Food & Drink — Mead,0.325
PDR582,*kajir_-,"rope, string",PA_RC,PA_RC,"Physical Acts & Materials — Rope, Cord",0.636,PA_KN,Physical Acts & Materials — Knot (n),0.434,MO_WW,"Motion & Transportation — to Wind, Wrap",0.412
PDR583,*kak-,to vomit,BP_VO,BP_VO,Body Parts & Functions — to Vomit,0.646,BP_SS,Body Parts & Functions — Sick; Sickness,0.416,BP_SP,Body Parts & Functions — to Spit,0.413
PDR584,*kak-,shell,AN_PI,AN_PI,Animals — Pig,0.378,BP_TA,Body Parts & Functions — Tail,0.315,AN_DU,Animals — Duck,0.314
PDR585,*kal-,"1 to get, accrue 2 to exist",PT_GO,PT_GO,"Possession & Trade — to Get, Obtain",0.383,QN_ON,Quantity & Number — One,0.296,PT_OP,"Possession & Trade — to Own, Possess",0.295
PDR586,*kal-,to stir; turbid,FD_BO,FD_BO,Food & Drink — to Boil (trans,0.301,FD_SP,Food & Drink — Spoon,0.299,FD_PA,Food & Drink — Pan,0.297
PDR587,*kal-,"to shout, make noise",LM_SC,LM_SC,"Language & Music — to Shout, Cry Out",0.509,LM_BS,Language & Music — to be Silent,0.499,PW_TH,"Physical World — Noise, Thunder",0.490
PDR588,*kàl-,"vessel; ship, boat",MO_SP,MO_SP,Motion & Transportation — Ship,0.714,MO_BT,Motion & Transportation — Boat,0.683,MO_SA,Motion & Transportation — to Sail,0.617
PDR589,*kal-,stone,PW_SR,PW_SR,"Physical World — Rock, Stone",0.695,PW_SA,"Physical World — Sand, Grit",0.394,PA_MO,Physical Acts & Materials — Mortar,0.371
PDR590,*kaḷ-,liquor,FD_BB,FD_BB,Food & Drink — Beer,0.629,FD_WI,Food & Drink — Wine,0.601,FD_FD,Food & Drink — Food,0.529
PDR591,*kaḷ-,threshing floor,AV_TF,AV_TF,Agriculture & Vegetation — Threshing-Floor,0.590,DF_FL,Dwellings & Furniture — Floor,0.478,AV_TH,Agriculture & Vegetation — to Thresh,0.395
PDR592,*kaḷ-,to steal; thief,PT_TH,PT_TH,Possession & Trade — Thief,0.771,PT_ST,Possession & Trade — to Steal,0.668,PT_RR,Possession & Trade — to Rob; Robber,0.643
PDR593,*kaḷ-,to uproot (weeds); to strip,AV_RO,AV_RO,Agriculture & Vegetation — Root,0.415,AV_FO,Agriculture & Vegetation — Fork (tool),0.414,AV_RA,Agriculture & Vegetation — Rake (n),0.406
PDR594,*kal-,female relative,MK_GM,MK_GM,Mankind — Grandmother,0.514,MK_SW,Mankind — Sister-in-Law,0.510,MK_GD,Mankind — Granddaughter,0.493
PDR595,*kàl-,"mark, scar",WH_SH,WH_SH,Warfare & Hunting — Shield,0.328,CA_RA,Clothing & Adornment — Razor,0.325,PW_MT,"Physical World — Match, Fire Stick",0.318
PDR596,*kal- (*k̂-),to bite,BP_BI,BP_BI,Body Parts & Functions — to Bite,0.673,AN_HU,Animals — to Hunt,0.487,BP_LC,Body Parts & Functions — to Lick,0.445
PDR597,*kal-(aj-),to be mixed,FD_MX,FD_MX,"Food & Drink — to Mix, Blend",0.466,LM_ST,"Language & Music — to Speak, Talk",0.350,MT_CP,"Mind & Thought — Clear, Plain (to the Mind)",0.346
PDR598,*kaḷ-i,milk-hedge (spurge),AN_PS,AN_PS,Animals — Pasture,0.483,AN_PV,Animals — to Pasture,0.449,AN_BU,Animals — Bull,0.421
PSD550,*kal_-,to learn,MT_LE,MT_LE,Mind & Thought — to Learn,0.546,MT_TE,Mind & Thought — to Teach,0.430,MT_ST,Mind & Thought — to Study,0.411
PDR600,*kam-,ear-ring,CA_FR,CA_FR,Clothing & Adornment — Finger Ring,0.579,BP_EA,Body Parts & Functions — Ear,0.566,SP_HG,Sense Perception — Hearing (n),0.383
PDR601,*kamb-i,wire,PA_RC,PA_RC,"Physical Acts & Materials — Rope, Cord",0.346,TI_SN,Time — Season,0.308,TI_WI,Time — Winter,0.300
PDR602,*kamp-,a smell,SP_BD,SP_BD,"Sense Perception — Stinking, Bad Smelling",0.623,SP_VS,Sense Perception — to Smell (subj),0.620,SP_SB,"Sense Perception — Smell (n, obj)",0.620
PDR603,*kan-,angry; to burn,EM_AG,EM_AG,Emotion — Anger,0.672,EM_RF,"Emotion — Rage, Fury",0.600,EM_BD,Emotion — Bad,0.515
PDR604,*kaṇ-,eye,BP_EY,BP_EY,Body Parts & Functions — Eye,0.583,MT_PU,Mind & Thought — Pupil,0.434,BP_EB,Body Parts & Functions — Eyebrow,0.400
PDR605,*kaṇ-,"rope, neck-rope, necklace",CA_NC,CA_NC,Clothing & Adornment — Necklace,0.647,PA_RC,"Physical Acts & Materials — Rope, Cord",0.564,CA_BR,"Clothing & Adornment — Armband, Bracelet",0.509
PDR606,*kaṇ-,"knife, blade",FD_KN,FD_KN,Food & Drink — Knife,0.631,PA_KF,Physical Acts & Materials — Knife (tool),0.545,WH_SW,Warfare & Hunting — Sword,0.489
PDR607,*kan-,to sound,LM_ST,LM_ST,"Language & Music — to Speak, Talk",0.515,SP_SO,Sense Perception — Sound (n),0.502,LM_SG,Language & Music — to Sing,0.490
