Word,Meaning,Derivates,Etymology,Additional Forms,Additional forms,Dialectal forms,Dialectal forms (1),Dialectal forms (2),Dialectal forms (3),Dialectal forms (4),Miscellaneous,Notes,Notes on correspondences,Number in CVOTGD,Number in DED,Stems,_depth,_error,_page,_record_num,_url
*anḍ-,"to spread throughout, pervade, be felt, tasted in every portion of the mass prepared (of spices and ferments)",,Dravidian etymology,,,,,,,,,,,,288,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=26&root=config
*aǯ-,grandparent(s),,Nostratic etymology,,,,,,,,,"Several stems based on this root are available; the most common reference, however, is to a third-generation ancestor. Burrow & Emeneau suggest borrowing from IA*arya-, Pkt.ajja-; this is hardly likely considering the presence of the root as far North as in Kurukh and the presence of several different stems. More likely is that the Pkt. forms have been semantically influenced by the already existing Dravidian roots. // Present in 3/6 branches.",,,,,,,8,1,
*aǯ-,paternal grandfather,,Dravidian etymology,,Also KURajjīgrandmother.,,,,,,,,,,50,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=10&root=config
*ād-,"to choose, select; to sift",,,,,,,,,,,,,,,,,,8,2,
*ād-,to touch; to select,,Dravidian etymology,,,,,,,,,,,,363,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=58&root=config
*ar-t-,to be cool; to be dry,,,,,,,,,,,Irregular correspondences within the Kolami-Gadba subgroup; it's possible that Kolami/Naiki -r-forms are influenced by or borrowed from Telugu.,,,,,,,8,4,
*ar-t-,to spread out in the sun for drying,,Dravidian etymology,,,,,,,,,,,,404,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=31&root=config
*āG-,to ripen,,,,,,,,,,,,,,,,,,8,5,
*āG-,"to ripen, become mature",,Dravidian etymology,,,,,,,,,,,,339,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=53&root=config
*āq-,to know,,Nostratic etymology,,,,,,,,,"An isolated NDR isogloss, but possibly archaic. // Present in 1/6 branches.",,,,,,,8,7,
